Year,Age,Sex,marital_status,count
1998,71,Females,Unmarried in consensual union,9
1998,72,Females,Unmarried in consensual union,4
1998,73,Females,Unmarried in consensual union,7
1998,74,Females,Unmarried in consensual union,3
1998,75,Females,Unmarried in consensual union,9
1998,76,Females,Unmarried in consensual union,5
1998,77,Females,Unmarried in consensual union,1
1998,78,Females,Unmarried in consensual union,0
1998,79,Females,Unmarried in consensual union,2
1998,80,Females,Unmarried in consensual union,3
1998,81,Females,Unmarried in consensual union,4
1998,82,Females,Unmarried in consensual union,2
1998,83,Females,Unmarried in consensual union,0
1998,84,Females,Unmarried in consensual union,2
1998,85,Females,Unmarried in consensual union,1
1998,86,Females,Unmarried in consensual union,1
1998,87,Females,Unmarried in consensual union,0
1998,88,Females,Unmarried in consensual union,0
1998,89,Females,Unmarried in consensual union,0
1998,90,Females,Unmarried in consensual union,0
1998,91,Females,Unmarried in consensual union,1
1998,92,Females,Unmarried in consensual union,2
1998,93,Females,Unmarried in consensual union,0
1998,94,Females,Unmarried in consensual union,0
1998,95,Females,Unmarried in consensual union,0
1998,96,Females,Unmarried in consensual union,0
1998,97,Females,Unmarried in consensual union,0
1998,98,Females,Unmarried in consensual union,0
1998,99,Females,Unmarried in consensual union,0
1998,100,Females,Unmarried in consensual union,0
1998,101,Females,Unmarried in consensual union,0
1998,102,Females,Unmarried in consensual union,0
1998,103,Females,Unmarried in consensual union,0
1998,104,Females,Unmarried in consensual union,0
1998,105,Females,Unmarried in consensual union,0
1998,106,Females,Unmarried in consensual union,0
1998,107,Females,Unmarried in consensual union,0
1998,108,Females,Unmarried in consensual union,0
1998,109,Females,Unmarried in consensual union,0
1998,Total,Total,Married living with spouse,91809
1998,16,Total,Married living with spouse,0
1998,17,Total,Married living with spouse,2
1998,18,Total,Married living with spouse,5
1998,19,Total,Married living with spouse,14
1998,20,Total,Married living with spouse,41
1998,21,Total,Married living with spouse,74
1998,22,Total,Married living with spouse,96
1998,23,Total,Married living with spouse,183
1998,24,Total,Married living with spouse,300
1998,25,Total,Married living with spouse,495
1998,26,Total,Married living with spouse,616
1998,27,Total,Married living with spouse,798
1998,28,Total,Married living with spouse,1046
1998,29,Total,Married living with spouse,1115
1998,30,Total,Married living with spouse,1402
1998,31,Total,Married living with spouse,1650
1998,32,Total,Married living with spouse,1805
1998,33,Total,Married living with spouse,1962
1998,34,Total,Married living with spouse,2113
1998,35,Total,Married living with spouse,2218
1998,36,Total,Married living with spouse,2214
1998,37,Total,Married living with spouse,2399
1998,38,Total,Married living with spouse,2454
1998,39,Total,Married living with spouse,2454
1998,40,Total,Married living with spouse,2648
1998,41,Total,Married living with spouse,2548
1998,42,Total,Married living with spouse,2522
1998,43,Total,Married living with spouse,2530
1998,44,Total,Married living with spouse,2559
1998,45,Total,Married living with spouse,2430
1998,46,Total,Married living with spouse,2468
1998,47,Total,Married living with spouse,2463
1998,48,Total,Married living with spouse,2428
1998,49,Total,Married living with spouse,2352
1998,50,Total,Married living with spouse,2263
1998,51,Total,Married living with spouse,2130
1998,52,Total,Married living with spouse,2139
1998,53,Total,Married living with spouse,1959
1998,54,Total,Married living with spouse,1837
1998,55,Total,Married living with spouse,1800
1998,56,Total,Married living with spouse,1588
1998,57,Total,Married living with spouse,1465
1998,58,Total,Married living with spouse,1405
1998,59,Total,Married living with spouse,1380
1998,60,Total,Married living with spouse,1417
1998,61,Total,Married living with spouse,1413
1998,62,Total,Married living with spouse,1362
1998,63,Total,Married living with spouse,1380
1998,64,Total,Married living with spouse,1322
1998,65,Total,Married living with spouse,1388
1998,66,Total,Married living with spouse,1394
1998,67,Total,Married living with spouse,1430
1998,68,Total,Married living with spouse,1297
1998,69,Total,Married living with spouse,1171
1998,70,Total,Married living with spouse,1112
1998,71,Total,Married living with spouse,1080
1998,72,Total,Married living with spouse,946
1998,73,Total,Married living with spouse,892
1998,74,Total,Married living with spouse,859
1998,75,Total,Married living with spouse,724
1998,76,Total,Married living with spouse,716
1998,77,Total,Married living with spouse,586
1998,78,Total,Married living with spouse,481
1998,79,Total,Married living with spouse,447
1998,80,Total,Married living with spouse,379
1998,81,Total,Married living with spouse,323
1998,82,Total,Married living with spouse,255
1998,83,Total,Married living with spouse,197
1998,84,Total,Married living with spouse,198
1998,85,Total,Married living with spouse,169
1998,86,Total,Married living with spouse,134
1998,87,Total,Married living with spouse,85
1998,88,Total,Married living with spouse,86
1998,89,Total,Married living with spouse,56
1998,90,Total,Married living with spouse,43
1998,91,Total,Married living with spouse,32
1998,92,Total,Married living with spouse,24
1998,93,Total,Married living with spouse,15
1998,94,Total,Married living with spouse,11
1998,95,Total,Married living with spouse,3
1998,96,Total,Married living with spouse,5
1998,97,Total,Married living with spouse,5
1998,98,Total,Married living with spouse,1
1998,99,Total,Married living with spouse,0
1998,100,Total,Married living with spouse,1
1998,101,Total,Married living with spouse,0
1998,102,Total,Married living with spouse,0
1998,103,Total,Married living with spouse,0
1998,104,Total,Married living with spouse,0
1998,105,Total,Married living with spouse,0
1998,106,Total,Married living with spouse,0
1998,107,Total,Married living with spouse,0
1998,108,Total,Married living with spouse,0
1998,109,Total,Married living with spouse,0
1998,Total,Males,Married living with spouse,45864
1998,16,Males,Married living with spouse,0
1998,17,Males,Married living with spouse,0
1998,18,Males,Married living with spouse,0
1998,19,Males,Married living with spouse,0
1998,20,Males,Married living with spouse,9
1998,21,Males,Married living with spouse,15
1998,22,Males,Married living with spouse,23
1998,23,Males,Married living with spouse,59
1998,24,Males,Married living with spouse,109
1998,25,Males,Married living with spouse,170
1998,26,Males,Married living with spouse,234
1998,27,Males,Married living with spouse,311
1998,28,Males,Married living with spouse,399
1998,29,Males,Married living with spouse,471
1998,30,Males,Married living with spouse,597
1998,31,Males,Married living with spouse,696
1998,32,Males,Married living with spouse,811
1998,33,Males,Married living with spouse,872
1998,34,Males,Married living with spouse,975
1998,35,Males,Married living with spouse,1054
1998,36,Males,Married living with spouse,1046
1998,37,Males,Married living with spouse,1188
1998,38,Males,Married living with spouse,1209
1998,39,Males,Married living with spouse,1153
1998,40,Males,Married living with spouse,1316
1998,41,Males,Married living with spouse,1243
1998,42,Males,Married living with spouse,1240
1998,43,Males,Married living with spouse,1279
1998,44,Males,Married living with spouse,1305
1998,45,Males,Married living with spouse,1253
1998,46,Males,Married living with spouse,1184
1998,47,Males,Married living with spouse,1286
1998,48,Males,Married living with spouse,1245
1998,49,Males,Married living with spouse,1166
1998,50,Males,Married living with spouse,1174
1998,51,Males,Married living with spouse,1109
1998,52,Males,Married living with spouse,1097
1998,53,Males,Married living with spouse,1009
1998,54,Males,Married living with spouse,902
1998,55,Males,Married living with spouse,920
1998,56,Males,Married living with spouse,787
1998,57,Males,Married living with spouse,720
1998,58,Males,Married living with spouse,717
1998,59,Males,Married living with spouse,706
1998,60,Males,Married living with spouse,725
1998,61,Males,Married living with spouse,697
1998,62,Males,Married living with spouse,685
1998,63,Males,Married living with spouse,694
1998,64,Males,Married living with spouse,675
1998,65,Males,Married living with spouse,725
1998,66,Males,Married living with spouse,759
1998,67,Males,Married living with spouse,754
1998,68,Males,Married living with spouse,681
1998,69,Males,Married living with spouse,622
1998,70,Males,Married living with spouse,597
1998,71,Males,Married living with spouse,582
1998,72,Males,Married living with spouse,544
1998,73,Males,Married living with spouse,509
1998,74,Males,Married living with spouse,475
1998,75,Males,Married living with spouse,397
1998,76,Males,Married living with spouse,440
1998,77,Males,Married living with spouse,341
1998,78,Males,Married living with spouse,295
1998,79,Males,Married living with spouse,268
1998,80,Males,Married living with spouse,239
1998,81,Males,Married living with spouse,200
1998,82,Males,Married living with spouse,168
1998,83,Males,Married living with spouse,124
1998,84,Males,Married living with spouse,135
1998,85,Males,Married living with spouse,111
1998,86,Males,Married living with spouse,95
1998,87,Males,Married living with spouse,54
1998,88,Males,Married living with spouse,65
1998,89,Males,Married living with spouse,43
1998,90,Males,Married living with spouse,32
1998,91,Males,Married living with spouse,24
1998,92,Males,Married living with spouse,17
1998,93,Males,Married living with spouse,12
1998,94,Males,Married living with spouse,9
1998,95,Males,Married living with spouse,2
1998,96,Males,Married living with spouse,3
1998,97,Males,Married living with spouse,5
1998,98,Males,Married living with spouse,1
1998,99,Males,Married living with spouse,0
1998,100,Males,Married living with spouse,1
1998,101,Males,Married living with spouse,0
1998,102,Males,Married living with spouse,0
1998,103,Males,Married living with spouse,0
1998,104,Males,Married living with spouse,0
1998,105,Males,Married living with spouse,0
1998,106,Males,Married living with spouse,0
1998,107,Males,Married living with spouse,0
1998,108,Males,Married living with spouse,0
1998,109,Males,Married living with spouse,0
1998,Total,Females,Married living with spouse,45945
1998,16,Females,Married living with spouse,0
1998,17,Females,Married living with spouse,2
1998,18,Females,Married living with spouse,5
1998,19,Females,Married living with spouse,14
1998,20,Females,Married living with spouse,32
1998,21,Females,Married living with spouse,59
1998,22,Females,Married living with spouse,73
1998,23,Females,Married living with spouse,124
1998,24,Females,Married living with spouse,191
1998,25,Females,Married living with spouse,325
1998,26,Females,Married living with spouse,382
1998,27,Females,Married living with spouse,487
1998,28,Females,Married living with spouse,647
1998,29,Females,Married living with spouse,644
1998,30,Females,Married living with spouse,805
1998,31,Females,Married living with spouse,954
1998,32,Females,Married living with spouse,994
1998,33,Females,Married living with spouse,1090
1998,34,Females,Married living with spouse,1138
1998,35,Females,Married living with spouse,1164
1998,36,Females,Married living with spouse,1168
1998,37,Females,Married living with spouse,1211
1998,38,Females,Married living with spouse,1245
1998,39,Females,Married living with spouse,1301
1998,40,Females,Married living with spouse,1332
1998,41,Females,Married living with spouse,1305
1998,42,Females,Married living with spouse,1282
1998,43,Females,Married living with spouse,1251
1998,44,Females,Married living with spouse,1254
1998,45,Females,Married living with spouse,1177
1998,46,Females,Married living with spouse,1284
1998,47,Females,Married living with spouse,1177
1998,48,Females,Married living with spouse,1183
1998,49,Females,Married living with spouse,1186
1998,50,Females,Married living with spouse,1089
1998,51,Females,Married living with spouse,1021
1998,52,Females,Married living with spouse,1042
1998,53,Females,Married living with spouse,950
1998,54,Females,Married living with spouse,935
1998,55,Females,Married living with spouse,880
1998,56,Females,Married living with spouse,801
1998,57,Females,Married living with spouse,745
1998,58,Females,Married living with spouse,688
1998,59,Females,Married living with spouse,674
1998,60,Females,Married living with spouse,692
1998,61,Females,Married living with spouse,716
1998,62,Females,Married living with spouse,677
1998,63,Females,Married living with spouse,686
1998,64,Females,Married living with spouse,647
1998,65,Females,Married living with spouse,663
1998,66,Females,Married living with spouse,635
1998,67,Females,Married living with spouse,676
1998,68,Females,Married living with spouse,616
1998,69,Females,Married living with spouse,549
1998,70,Females,Married living with spouse,515
1998,71,Females,Married living with spouse,498
1998,72,Females,Married living with spouse,402
1998,73,Females,Married living with spouse,383
1998,74,Females,Married living with spouse,384
1998,75,Females,Married living with spouse,327
1998,76,Females,Married living with spouse,276
1998,77,Females,Married living with spouse,245
1998,78,Females,Married living with spouse,186
1998,79,Females,Married living with spouse,179
1998,80,Females,Married living with spouse,140
1998,81,Females,Married living with spouse,123
1998,82,Females,Married living with spouse,87
1998,83,Females,Married living with spouse,73
1998,84,Females,Married living with spouse,63
1998,85,Females,Married living with spouse,58
1998,86,Females,Married living with spouse,39
1998,87,Females,Married living with spouse,31
1998,88,Females,Married living with spouse,21
1998,89,Females,Married living with spouse,13
1998,90,Females,Married living with spouse,11
1998,91,Females,Married living with spouse,8
1998,92,Females,Married living with spouse,7
1998,93,Females,Married living with spouse,3
1998,94,Females,Married living with spouse,2
1998,95,Females,Married living with spouse,1
1998,96,Females,Married living with spouse,2
1998,97,Females,Married living with spouse,0
1998,98,Females,Married living with spouse,0
1998,99,Females,Married living with spouse,0
1998,100,Females,Married living with spouse,0
1998,101,Females,Married living with spouse,0
1998,102,Females,Married living with spouse,0
1998,103,Females,Married living with spouse,0
1998,104,Females,Married living with spouse,0
1998,105,Females,Married living with spouse,0
1998,106,Females,Married living with spouse,0
1998,107,Females,Married living with spouse,0
1998,108,Females,Married living with spouse,0
1998,109,Females,Married living with spouse,0
1998,Total,Total,Married seperate domiciles,2600
1998,16,Total,Married seperate domiciles,0
1998,17,Total,Married seperate domiciles,1
1998,18,Total,Married seperate domiciles,0
1998,19,Total,Married seperate domiciles,0
1998,20,Total,Married seperate domiciles,0
1998,21,Total,Married seperate domiciles,2
1998,22,Total,Married seperate domiciles,8
1998,23,Total,Married seperate domiciles,6
1998,24,Total,Married seperate domiciles,20
1998,25,Total,Married seperate domiciles,23
1998,26,Total,Married seperate domiciles,29
1998,27,Total,Married seperate domiciles,26
1998,28,Total,Married seperate domiciles,46
1998,29,Total,Married seperate domiciles,58
1998,30,Total,Married seperate domiciles,64
1998,31,Total,Married seperate domiciles,57
1998,32,Total,Married seperate domiciles,69
1998,33,Total,Married seperate domiciles,68
1998,34,Total,Married seperate domiciles,63
1998,35,Total,Married seperate domiciles,64
1998,36,Total,Married seperate domiciles,69
1998,37,Total,Married seperate domiciles,95
1998,38,Total,Married seperate domiciles,99
1998,39,Total,Married seperate domiciles,87
1998,40,Total,Married seperate domiciles,79
1998,41,Total,Married seperate domiciles,89
